"ID";"﻿id";"file_id";"cation";"code";"code_RF"
"81";"84";"https://disk.yandex.ru/d/inzXfZGZvnl-gQ";"Пуховое пальто Madeline (Мадлен) в лавандовом оттенке с натуральным мехом чернобурой лисицы ||🔸Артикул: 2605/18|🔸Длина: 90 см.|🔸Размерный ряд: 42-50|🔸Наполнитель: 90% гусиный пух, 10 перо|🔸 СЪЁМНЫЙ мех";"Madeline";"Мадлен"
"82";"85";"https://disk.yandex.ru/d/z4NIOJDsQicD5g";"Пуховое пальто Madeline (Мадлен) в жемчужном оттенке с натуральным мехом лисицы ||🔸Артикул: 2605/23|🔸Длина: 90 см.|🔸Размерный ряд: 42-50|🔸Наполнитель: 90% гусиный пух, 10 перо|🔸 СЪЁМНЫЙ мех";"Madeline";"Мадлен"
"83";"86";"https://disk.yandex.ru/d/-oJujwUOpIKlJw";"Пуховое пальто Amelia (Амелия) в зеленом оттенке с натуральным мехом енота ||🔸Артикул: 2608-2/16|🔸Длина: 90 см.|🔸Размерный ряд: 42-50|🔸Наполнитель: 90% гусиный пух, 10 перо|🔸 СЪЁМНЫЙ мех";"Amelia";"Амелия"
"84";"87";"https://disk.yandex.ru/d/24v9kRkkDjanaQ";"Парка Nataly (Натали) в цвете хаки, с натуральным мехом енота||🔸Артикул: K24053-110/ML|🔸Длина: 110 см.|🔸Размерный ряд: 42-56|🔸Подстёжка: натуральный мех енота, целая шубка внутри парки|🔸Полностью СЪЁМНЫЙ мех";"Nataly";"Натали"
"85";"88";"https://disk.yandex.ru/d/CXbNm05-UKoFeg";"Пуховое пальто Jackie (Джеки) в бежевом оттенке с натуральным мехом енота ||🔸Артикул: 2615/21|🔸Длина: 115 см.|🔸Размерный ряд: 44-54|🔸Наполнитель: 90% гусиный пух, 10 перо|🔸 СЪЁМНЫЙ мех |🔸Съемный капюшон";"Jackie";"Джеки"
"86";"89";"https://disk.yandex.ru/d/-IqTB4srrX-BGw";"Пуховое пальто Barbara (Барбара) в зеленом оттенке с натуральным мехом песца||🔸Артикул: 2171/79|🔸Длина: 75 см.|🔸Размерный ряд: 42-52|🔸Наполнитель: 90% гусиный пух, 10 перо|🔸СЪЁМНЫЙ мех";"Barbara";"Барбара"
"87";"90";"https://disk.yandex.ru/d/cqtVcqO6xQW5eg";"Пуховое пальто Sara (Сара) в бежевом оттенке с натуральным мехом лисицы||🔸Артикул: 2408/1378|🔸Длина: 105 см.|🔸Размерный ряд: 42-52|🔸Наполнитель: 90% гусиный пух, 10 перо|🔸СЪЁМНЫЙ мех";"Sara";"Сара"
"88";"91";"https://disk.yandex.ru/d/6EyjzjHXfj-grQ";"Утепленное пальто Heidi (Хайди) в черном цвете с натуральным мехом норки ||🔸Артикул: 21615/hei|🔸Длина: 100 см.|🔸Размерный ряд: 44-56|🔸Наполнитель: Файбертек|🔸Влагоустойчивое |🔸Температурный режим до -30/-40";"Heidi";"Хайди"
"89";"92";"https://disk.yandex.ru/d/ufYuFJepjL7S-A";"Парка Paris (Пэрис) в оттенке хаки с натуральным мехом енота||🔸Артикул: 82382/1|🔸Длина: 110 см.|🔸Размерный ряд: 42-56|🔸Подстёжка: натуральный меха енота, целая шубка внутри парки  |🔸Полностью СЪЁМНЫЙ мех";"Paris";"Пэрис"
"90";"93";"https://disk.yandex.ru/d/RyxaL_7H4qi1rw";"Парка Paris (Пэрис) в оттенке черника с натуральным мехом енота||🔸Артикул: 82382/88|🔸Длина: 110 см.|🔸Размерный ряд: 42-56|🔸Подстёжка: натуральный меха енота, целая шубка внутри парки  |🔸Полностью СЪЁМНЫЙ мех";"Paris";"Пэрис"
"91";"94";"https://disk.yandex.ru/d/RX2JUNe_TB-mZw";"Парка Gloria (Глория) в оттенке серый металлик с натуральным мехом комбинированной лисицы||🔸Артикул: А307/157|🔸Длина: 110 см.|🔸Размерный ряд: 42-56|🔸Подстёжка: натуральный меха кролика|🔸Наполнитель: изософт в рукавах |🔸Полностью СЪЁМНЫЙ мех";"Gloria";"Глория"
"92";"95";"https://disk.yandex.ru/d/Pxjel2xbbPL-HQ";"Пуховое пальто Hattie (Хэтти) в черном цвете с мехом чернобурой лисицы|||🔸Артикул: 2239 М/ 208|🔸Длина: 120 см.|🔸Размерный ряд: 42-54|🔸Наполнитель: 90% гусиный пух, 10 перо|🔸СЪЁМНЫЙ мех";"Hattie";"Хэтти"
"93";"96";"https://disk.yandex.ru/d/Ho0UR9d-nBklKA";"Пуховое пальто Jackie (Джеки) в черном оттенке с натуральным мехом финского песца  ||🔸Артикул: 2615/HS|🔸Длина: 115 см.|🔸Размерный ряд: 44-54|🔸Наполнитель: 90% гусиный пух, 10 перо|🔸 СЪЁМНЫЙ мех |🔸Съемный капюшон";"Jackie";"Джеки"
"94";"97";"https://disk.yandex.ru/d/EfoIb44xIdnjVw";"Пуховое пальто Penny (Пэни) в бежевом оттенке с натуральным мехом датской норки|🔸Артикул: 2610/23|🔸Длина: 110 см.|🔸Размерный ряд: 44-54|🔸Наполнитель: 90% гусиный пух, 10 перо|🔸 СЪЁМНЫЙ мех";"Penny";"Пэни"
"95";"98";"https://disk.yandex.ru/d/ijXQ8y6ZiKS9ag";"Парка Cecile (Сесиль) в черном цвете, с натуральным мехом енота||🔸Артикул: K25060-90/HEI|🔸Длина: 90 см.|🔸Размерный ряд: 42-52|🔸Подстёжка: натуральный мех енота, целая шубка внутри парки|🔸Полностью СЪЁМНЫЙ мех";"Cecile";"Сесиль"
"96";"99";"https://disk.yandex.ru/d/oswc5F6kRKx2uQ";"Парка Charlotte (Шарлотт) в темно-сером цвете, с натуральным мехом енота||🔸Артикул: K24067-110/HUI|🔸Длина: 110 см.|🔸Размерный ряд: 42-56|🔸Подстёжка: натуральный мех енота, целая шубка внутри парки|🔸Полностью СЪЁМНЫЙ мех";"Charlotte";"Шарлотт"
"97";"100";"https://disk.yandex.ru/d/mFHnKG4sXWXd-Q";"Парка Charlotte (Шарлотт) в черном цвете, с натуральным мехом енота||🔸Артикул: K24067-110/HEI|🔸Длина: 110 см.|🔸Размерный ряд: 42-52|🔸Подстёжка: натуральный мех енота, целая шубка внутри парки|🔸Полностью СЪЁМНЫЙ мех";"Charlotte";"Шарлотт"
"98";"101";"https://disk.yandex.ru/d/lTQ6n_iWA44MbQ";"Парка Katrin (Катрин) в черном цвете, с натуральным мехом енота||🔸Артикул: А28-85/HEI|🔸Длина: 90 см.|🔸Размерный ряд: 42-52|🔸Подстёжка: натуральный мех енота, целая шубка внутри парки|🔸Полностью СЪЁМНЫЙ мех";"Katrin";"Катрин"
"99";"102";"https://disk.yandex.ru/d/8bTnLSBhFhladQ";"Парка Miranda (Миранда) в сером (лиловом) металлик цвете с натуральным мехом енота||🔸Артикул: A29/157|🔸Длина: 110 см.|🔸Размерный ряд: 42-56|🔸Подстёжка: мех енота|🔸Полностью СЪЁМНЫЙ мех";"Miranda";"Миранда"
"100";"103";"https://disk.yandex.ru/d/Eu597zRoL3IPPg";"Пуховое пальто Jessica (Джессика) в молочном оттенке с натуральным мехом датской норки|🔸Артикул: 2618/MB|🔸Длина: 80 см.|🔸Размерный ряд: 42-50|🔸Наполнитель: 90% утиный пух, 10 перо|🔸 СЪЁМНЫЙ мех";"Jessica";"Джессика"
"101";"104";"https://disk.yandex.ru/d/3ARQ2ekQRqf1Vw";"Пуховое пальто Jessica (Джессика) в оттенке шоколад с натуральным мехом датской норки|🔸Артикул: 2618/16|🔸Длина: 80 см.|🔸Размерный ряд: 42-50|🔸Наполнитель: 90% утиный пух, 10 перо|🔸 СЪЁМНЫЙ мех";"Jessica";"Джессика"
"102";"105";"https://disk.yandex.ru/d/xAhl7dYmZOgALg";"Пуховое пальто Jessica (Джессика) в черном оттенке с натуральным мехом датской норки|🔸Артикул: 2618/HS|🔸Длина: 80 см.|🔸Размерный ряд: 42-50|🔸Наполнитель: 90% утиный пух, 10 перо|🔸 СЪЁМНЫЙ мех";"Jessica";"Джессика"
"103";"106";"https://disk.yandex.ru/d/t-L-OYPJ7Y1TNg";"Пуховая куртка Letitia (Летиция) в оттенке пудра ||🔸Артикул: 2468|🔸Длина: 75 см.|🔸Размерный ряд: 42-52|🔸Наполнитель: 90% гусиный пух, 10 перо";"Letitia";"Летиция"
"104";"107";"https://disk.yandex.ru/d/XBiytQtxWZwD5w";"Бомбер-парка Lizzie (Лизи) в оттенке хаки с мехом финского песца. ||🔸Мех СЪЁМНЫЙ.|🔸Утеплитель: натуральный мех кролика закрытый подкладом. |🔸Размерный ряд 40-52. 🔸Длина 60 см. |🔸Артикул 212677 / 554";"Lizzie";"Лизи"
"105";"108";"https://disk.yandex.ru/d/5hfFHrpVgyhx5A";"Пуховое пальто Tanita (Танита) в жемчужном цвете с натуральным мехом лисицы||🔸Артикул: 2619/MB|🔸Длина: 85 см.|🔸Размерный ряд: 42-50|🔸Наполнитель: 90% утиный пух, 10 перо|🔸 СЪЁМНЫЙ мех";"Tanita";"Танита"
"106";"109";"https://disk.yandex.ru/d/2dxPWnbulVMMrQ";"Утепленное пальто Marian (Марьян) в кофейном оттенке  с высокотехнологичным экомехом, выполненным под норку  ||🔸Артикул: D4005-2/006-104|🔸Длина: 125 см.|🔸Размерный ряд: 42-54|🔸Наполнитель: Тинсулейт";"Marian";"Марьян"
"107";"110";"https://disk.yandex.ru/d/Cto5ECgH_V59IA";"Утепленное пальто Marian (Марьян) в черном цвете  с высокотехнологичным экомехом, выполненным под норку  ||🔸Артикул: D4005/8008-hei|🔸Длина: 125 см.|🔸Размерный ряд: 42-54|🔸Наполнитель: Тинсулейт";"Marian";"Марьян"
"108";"111";"https://disk.yandex.ru/d/5HTjAtfWgh2BZQ";"Пуховое пальто Jackie (Джеки) в оттенке серый металлик  с натуральным мехом енота ||🔸Артикул: 2615/5|🔸Длина: 115 см.|🔸Размерный ряд: 42-52|🔸Наполнитель: 90% гусиный пух, 10 перо|🔸 СЪЁМНЫЙ мех |🔸Съемный капюшон";"Jackie";"Джеки"
"109";"112";"https://disk.yandex.ru/d/4X9oPrs-hj420A";"Пуховая куртка Claudia (Клаудия) в черном цвете||🔸Артикул: 2470/HS|🔸Длина: 110 см.|🔸Размерный ряд: 42-52|🔸Наполнитель: 90% утиный пух, 10 перо";"Claudia";"Клаудия"
"110";"113";"https://disk.yandex.ru/d/MUd7acLYRSAWtg";"Парка Madison (Мэдисон) в темно-синем цвете (черничный) с  натуральным аукционным мехом ЧЕРНОБУРОЙ ЛИСИЦЫ||🔸 Артикул: А192-110 / 88|🔸Длина: 110 см.|🔸Размерный ряд: 42-56|🔸 Полный меховой капюшон с мехом чернобурой лисицы|🔸Подстёжка: натуральный мех кролика закрытого типа (под подкладом) + инновационный ультралегкий утеплитель нового поколения ISOSOFT|🔸 Полностью СЪЁМНЫЙ мех";"Madison";"Мэдисон"
"111";"114";"https://disk.yandex.ru/d/W6s1ToFCtUJeoQ";"Парка Madison (Мэдисон) в серо-серебристом цвете с  натуральным аукционным мехом комбинированной ЛИСИЦЫ||🔸 Артикул: А192-110 / 67|🔸Длина: 110 см.|🔸Размерный ряд: 42-56|🔸 Полный меховой капюшон с мехом лисицы|🔸Подстёжка: натуральный мех кролика закрытого типа (под подкладом) + инновационный ультралегкий утеплитель нового поколения ISOSOFT|🔸 Полностью СЪЁМНЫЙ мех";"Madison";"Мэдисон"
"112";"115";"https://disk.yandex.ru/d/j4WjSpk-f_eUjw";"Парка Gloria (Глория) в темно-синем  цвете (черничный) с  натуральным аукционным мехом комбинированной ЛИСИЦЫ||🔸 Артикул: А307 / 88|🔸Длина: 110 см.|🔸Размерный ряд: 42-56|🔸 Полный меховой капюшон с мехом лисицы|🔸Подстёжка: натуральный мех кролика закрытого типа (под подкладом) + инновационный ультралегкий утеплитель нового поколения ISOSOFT|🔸 Полностью СЪЁМНЫЙ мех";"Gloria";"Глория"
"113";"116";"https://disk.yandex.ru/d/e2cqqnH1W3pQMg";"Парка Gwinnett (Гвинет) в оттенке серебро с натуральным мехом чернобурой лисицы||🔸Артикул: А248/10|🔸Длина: 90 см.|🔸Размерный ряд: 42-54|🔸Подстёжка: натуральный меха кролика|🔸Наполнитель: изософт|🔸Полностью СЪЁМНЫЙ мех";"Gwinnett";"Гвинет"
"114";"117";"https://disk.yandex.ru/d/epcfYSZrNGapaA";"Парка JOY (Джой) в черном цвете с натуральным аукционным мехом ЧЕРНОБУРОЙ ЛИСИЦЫ||🔸 Артикул: А251 / 22|🔸Длина: 80 см.|🔸Размерный ряд: 40-52|🔸Подстёжка: натуральный мех кролика закрытого типа (под подкладом) + инновационный ультралегкий утеплитель нового поколения ISOSOFT|🔸 Полностью СЪЁМНЫЙ мех";"JOY";"Джой"
"115";"118";"https://disk.yandex.ru/d/yp8ugm_NKlZDyA";"Парка JOY (Джой) в молочном цвете с натуральным аукционным мехом БЕНГАЛЬСКОЙ ЛИСИЦЫ||🔸 Артикул: А251 / 6|🔸Длина: 80 см.|🔸Размерный ряд: 40-52|🔸Подстёжка: натуральный мех кролика закрытого типа (под подкладом) + инновационный ультралегкий утеплитель нового поколения ISOSOFT|🔸 Полностью СЪЁМНЫЙ мех";"JOY";"Джой"
"116";"119";"https://disk.yandex.ru/d/HE8-gOX1ywcmVg";"Утепленное пальто Elizabeth (Элизабет) в черном цвете с натуральным мехом овчины||🔸Наполнитель: THINSULATE|🔸вставки из натуральной кожи питона |🔸Артикул: 433/8008-hei|🔸Длина: 125 см.|🔸Размерный ряд: 42-58";"Elizabeth";"Элизабет"
"117";"120";"https://disk.yandex.ru/d/pfq23HudDNlvzw";"Пуховое пальто Hattie (Хэтти) в черном цвете с мехом финского песца тонированного под баргузинского соболя. ||🔸Мех несъёмный. |🔸Наполнение: 90% пух 10% перо. |🔸Еврозима. |🔸Размерный ряд 40-52. 🔸Длина 115 см. |🔸Артикул 2239 / 208";"Hattie";"Хэтти"
"118";"121";"https://disk.yandex.ru/d/RjpxYZdNY9G6Hw";"Парка Polly (Полли) в оттенке пудра с натуральным аукционным мехом ЕНОТА||🔸 Артикул: G893 / 249|🔸Длина: 90 см.|🔸Размерный ряд: 42-52|🔸Подстёжка: натуральный мех кролика закрытого типа (закрыт подкладом) + утеплитель нового поколения ультралегкий и невесомый ISOSOFT|🔸 Полностью СЪЁМНЫЙ мех";"Polly";"Полли"
"119";"122";"https://disk.yandex.ru/d/JrRyYhuBiD4fgw";"Парка Alice (Элис) в цвете зелёный металлик с натуральным аукционным мехом ЧЕРНОБУРОЙ ЛИСИЦЫ||🔸 Артикул: А167 / 42|🔸Длина: 100 см.|🔸Размерный ряд: 42-56|🔸 Полный меховой капюшон|🔸Подстёжка: натуральный мех кролика закрытого типа (под подкладом) + инновационный ультралегкий утеплитель нового поколения ISOSOFT|🔸 Полностью СЪЁМНЫЙ мех";"Alice";"Элис"
"120";"123";"https://disk.yandex.ru/d/yPhKQTJyhq1kgQ";"Парка Alice (Элис) в серо-серебристом цвете с натуральным аукционным мехом комбинированной ЛИСИЦЫ||🔸 Артикул: А167 / 80/67|🔸Длина: 80 см.|🔸Размерный ряд: 42-58|🔸 Полный меховой капюшон|🔸Подстёжка: натуральный мех кролика закрытого типа (под подкладом) + инновационный ультралегкий утеплитель нового поколения ISOSOFT|🔸 Полностью СЪЁМНЫЙ мех";"Alice";"Элис"
"121";"124";"https://disk.yandex.ru/d/hAgJVcYpKx_JqQ";"Пуховое пальто Hattie (Хэтти) в изумрудном цвете с мехом финского песца. ||🔸Мех несъёмный. |🔸Наполнение: 90% пух 10% перо. |🔸Еврозима. |🔸Размерный ряд 42-54. 🔸Длина 115 см. |🔸Артикул 2239 / ML";"Hattie";"Хэтти"
"122";"125";"https://disk.yandex.ru/d/jqpr4Bz1RvlBMg";"Бомбер-парка Lizzie (Лизи) в оттенке графит с мехом финского песца. ||🔸Мех СЪЁМНЫЙ.|🔸Утеплитель: натуральный мех кролика закрытый подкладом. |🔸Размерный ряд 40-54|🔸Длина 60 см. |🔸Артикул 212677.12";"Lizzie";"Лизи"
"123";"126";"https://disk.yandex.ru/d/60fTGt92ifBqyg";"Куртка-кимоно Vera (Вера) в молочном оттенке ||🔸В составе полиэстер|🔸Артикул: A132/МВ|🔸Размерный ряд: 44-54|🔸Длина: 75 см";"Vera";"Вера"
"124";"127";"https://disk.yandex.ru/d/wBB7Yqgw21kX9Q";"Шубка под ламу Josefina (Джозефина) в цвете пудра ||🔸В составе экомех|🔸Артикул: 23375-60/powder|🔸Размерный ряд: one size (М)|🔸Длина: 60 см";"Josefina";"Джозефина"
"125";"128";"https://disk.yandex.ru/d/tzFP8irTVwy34A";"Шубка под ламу Josefina (Джозефина) в цвете пудра ||🔸В составе экомех|🔸Артикул: 23375-60/powder|🔸Размерный ряд: one size (М)|🔸Длина: 60 см";"Josefina";"Джозефина"
"126";"129";"https://disk.yandex.ru/d/B7ifvoee2vg4eA";"Пальто-бомбер Darlin (Дарлин) в оттенке хаки||🔸Наполнитель: тинсулейт |🔸Артикул: D-2/6886-114|🔸Размерный ряд: 42-54|🔸Длина: 115 см";"Darlin";"Дарлин"
"127";"130";"https://disk.yandex.ru/d/tuMbcYuDRhe4FQ";"Пальто-бомбер Darlin (Дарлин) в черном цвете ||🔸Наполнитель: тинсулейт |🔸Артикул: D-2/6886-hei|🔸Размерный ряд: 42-54|🔸Длина: 115 см";"Darlin";"Дарлин"
"128";"131";"https://disk.yandex.ru/d/rUnI8Xu2FF6RuA";"Пальто Rosalina (Розалина)  в бежевом  оттенке ||🔸В составе 64% полиэстер, 34% вискоза, 2% акрил |🔸Вставки из натуральной кожи |🔸Рукава на замках |🔸Артикул: 2433/J-71|🔸Размерный ряд: 42-48|🔸Длина: 100 см";"Rosalina";"Розалина"
"129";"132";"https://disk.yandex.ru/d/OuF-7GLy9q2a5A";"Пальто Rosalina (Розалина)  в черном оттенке ||🔸В составе 64% полиэстер, 34% вискоза, 2% акрил |🔸Вставки из натуральной кожи |🔸Рукава на замках |🔸Артикул: 2433/J-63|🔸Размерный ряд: 42-48|🔸Длина: 100 см";"Rosalina";"Розалина"
"130";"133";"https://disk.yandex.ru/d/dOJI0VKPhLN-_A";"Пальто-пиджак Tia (Тиа)  в песочном оттенке ||🔸В составе 64% полиэстер, 34% вискоза, 2% акрил |🔸Вставки из натуральной кожи |🔸Артикул: С-141/J-75|🔸Размерный ряд: 42-48|🔸Длина: 80 см";"Tia";"Тиа"
"131";"134";"https://disk.yandex.ru/d/QZmq7kNQSYImMw";"Пальто Alicia (Алисия)  в оттенке какао||🔸В составе 64% полиэстер, 34% вискоза, 2% акрил |🔸Артикул: 1769/J-71|🔸Размерный ряд: 42-48|🔸Длина: 110 см";"Alicia";"Алисия"
"132";"135";"https://disk.yandex.ru/d/cZWoqrob1Xobrg";"Пальто Alicia (Алисия) в черном оттенке||🔸В составе 64% полиэстер, 34% вискоза, 2% акрил |🔸Артикул: 1769/J-66|🔸Размерный ряд: 42-48|🔸Длина: 110 см";"Alicia";"Алисия"
"133";"136";"https://disk.yandex.ru/d/lb4dAMoW3uUnkw";"Куртка-пиджак Fifi (Фифи) в песочном оттенке||🔸100% натуральная замша|🔸Артикул: B101-W24Y/P088|🔸Размерный ряд: 44-50|🔸Длина: 75 см";"Fifi";"Фифи"
"134";"137";"https://disk.yandex.ru/d/2LJ3DIAUzHhsSw";"Укороченная куртка Esmeralda (Эсмеральда) в  оттенке кэмел||🔸100% натуральная замша|🔸Артикул: ZL24B006/P087|🔸Размерный ряд: 44-50|🔸Длина: 47 см";"Esmeralda";"Эсмеральда"
"135";"138";"https://disk.yandex.ru/d/-umUVI5atgaO9A";"Куртка-пиджак Rosa (Роса) в бежевом оттенке||🔸Состав: 64%полиэстер, 34% вискоза, 2% акрил|🔸Артикул: C-154/J-46|🔸Размерный ряд: 42-52|🔸Длина: 62 см";"Rosa";"Роса"
"136";"139";"https://disk.yandex.ru/d/RBbcfqt6IgX-CA";"Парка Katrin (Катрин) в темно-синем цвете (черника) с  натуральным аукционным мехом ЕНОТА с шубкой внутри||🔸 Артикул: А28 / 88|🔸Длина: 110 см.|🔸Размерный ряд: 42-58|🔸 Полный меховой капюшон с мехом ЕНОТА|🔸Подстёжка: натуральный мех ЕНОТА|🔸 Полностью СЪЁМНЫЙ мех|🔸Одна из самых теплых моделей";"Katrin";"Катрин"
"137";"140";"https://disk.yandex.ru/d/Hx7JbA0bZKzq9w";"Парка Evelina (Эвелина) в сером цвете с натуральным аукционным мехом ЕНОТА||🔸 Артикул: K23018-90/10|🔸Длина: 90 см.|🔸Размерный ряд: 42-52|🔸Подстёжка: натуральный мех ЕНОТА |🔸 Полностью СЪЁМНЫЙ мех";"Evelina";"Эвелина"
"138";"141";"https://disk.yandex.ru/d/5YDzylK0bmgrGA";"Парка Ester (Эстер) в молочном цвете с натуральным мехом финского песца||🔸Артикул: 2407/МВ|🔸Длина: 75 см.|🔸Размерный ряд: 42-52|🔸Наполнитель: в рукавах гусиных пух|🔸Подстёжка: из натурального меха кролика |🔸Полностью СЪЁМНЫЙ мех";"Ester";"Эстер"
